ISO3,Country,Dataset,Source,Type,Access,TemporalStart,TemporalEnd,Frequency,Coverage
BLR,Belarus,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BLR,Belarus,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BEL,Belgium,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BEL,Belgium,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BEL,Belgium,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BEL,Belgium,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BEL,Belgium,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BEL,Belgium,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BEL,Belgium,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BEL,Belgium,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BEL,Belgium,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BEL,Belgium,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BEL,Belgium,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BLZ,Belize,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BLZ,Belize,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BLZ,Belize,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BLZ,Belize,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BLZ,Belize,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BLZ,Belize,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BLZ,Belize,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BLZ,Belize,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BLZ,Belize,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BLZ,Belize,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BLZ,Belize,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BEN,Benin,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BEN,Benin,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BEN,Benin,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BEN,Benin,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BEN,Benin,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BEN,Benin,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BEN,Benin,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BEN,Benin,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BEN,Benin,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BEN,Benin,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BEN,Benin,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BMU,Bermuda,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BMU,Bermuda,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BMU,Bermuda,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BMU,Bermuda,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BMU,Bermuda,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BMU,Bermuda,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BMU,Bermuda,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BMU,Bermuda,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BMU,Bermuda,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BMU,Bermuda,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BMU,Bermuda,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BTN,Bhutan,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BTN,Bhutan,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BTN,Bhutan,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BTN,Bhutan,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BTN,Bhutan,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BTN,Bhutan,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BTN,Bhutan,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BTN,Bhutan,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BTN,Bhutan,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BTN,Bhutan,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BTN,Bhutan,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BOL,"Bolivia, Plurinational State of",Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BOL,"Bolivia, Plurinational State of",ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BOL,"Bolivia, Plurinational State of",Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BOL,"Bolivia, Plurinational State of",Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BOL,"Bolivia, Plurinational State of",OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BOL,"Bolivia, Plurinational State of",WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BOL,"Bolivia, Plurinational State of",WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BOL,"Bolivia, Plurinational State of",FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BOL,"Bolivia, Plurinational State of",USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BOL,"Bolivia, Plurinational State of",NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BOL,"Bolivia, Plurinational State of",LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BES,"Bonaire, Sint Eustatius and Saba",Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BES,"Bonaire, Sint Eustatius and Saba",ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BES,"Bonaire, Sint Eustatius and Saba",Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BES,"Bonaire, Sint Eustatius and Saba",Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BES,"Bonaire, Sint Eustatius and Saba",OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BES,"Bonaire, Sint Eustatius and Saba",WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BES,"Bonaire, Sint Eustatius and Saba",WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BES,"Bonaire, Sint Eustatius and Saba",FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BES,"Bonaire, Sint Eustatius and Saba",USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BES,"Bonaire, Sint Eustatius and Saba",NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BES,"Bonaire, Sint Eustatius and Saba",LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BIH,Bosnia and Herzegovina,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BIH,Bosnia and Herzegovina,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BIH,Bosnia and Herzegovina,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BIH,Bosnia and Herzegovina,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BIH,Bosnia and Herzegovina,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BIH,Bosnia and Herzegovina,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BIH,Bosnia and Herzegovina,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BIH,Bosnia and Herzegovina,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BIH,Bosnia and Herzegovina,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BIH,Bosnia and Herzegovina,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BIH,Bosnia and Herzegovina,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BWA,Botswana,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BWA,Botswana,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BWA,Botswana,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BWA,Botswana,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BWA,Botswana,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BWA,Botswana,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BWA,Botswana,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BWA,Botswana,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BWA,Botswana,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BWA,Botswana,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BWA,Botswana,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BVT,Bouvet Island,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BVT,Bouvet Island,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BVT,Bouvet Island,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BVT,Bouvet Island,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BVT,Bouvet Island,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BVT,Bouvet Island,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BVT,Bouvet Island,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BVT,Bouvet Island,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BVT,Bouvet Island,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BVT,Bouvet Island,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BVT,Bouvet Island,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BRA,Brazil,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BRA,Brazil,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BRA,Brazil,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BRA,Brazil,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BRA,Brazil,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BRA,Brazil,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BRA,Brazil,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BRA,Brazil,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BRA,Brazil,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BRA,Brazil,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BRA,Brazil,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
IOT,British Indian Ocean Territory,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
IOT,British Indian Ocean Territory,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
IOT,British Indian Ocean Territory,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
IOT,British Indian Ocean Territory,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
IOT,British Indian Ocean Territory,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
IOT,British Indian Ocean Territory,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
IOT,British Indian Ocean Territory,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
IOT,British Indian Ocean Territory,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
IOT,British Indian Ocean Territory,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
IOT,British Indian Ocean Territory,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
IOT,British Indian Ocean Territory,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BRN,Brunei Darussalam,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BRN,Brunei Darussalam,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BRN,Brunei Darussalam,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BRN,Brunei Darussalam,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BRN,Brunei Darussalam,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BRN,Brunei Darussalam,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BRN,Brunei Darussalam,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BRN,Brunei Darussalam,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BRN,Brunei Darussalam,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BRN,Brunei Darussalam,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BRN,Brunei Darussalam,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BGR,Bulgaria,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
BGR,Bulgaria,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
BGR,Bulgaria,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
BGR,Bulgaria,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
BGR,Bulgaria,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
BGR,Bulgaria,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
BGR,Bulgaria,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
BGR,Bulgaria,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
BGR,Bulgaria,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
BGR,Bulgaria,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
BGR,Bulgaria,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
BFA,Burkina Faso,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
